t,phase,q1,q2,q3,q4,q5,tip_x,tip_y,tip_z,error,depth
24.05,insertion,0.608861,0.015,-0.310855,0.349066,0.08655,0.527957,0.015001,0.066858,0.023261,0.053142
24.1,insertion,0.608861,0.015,-0.310855,0.349066,0.0868,0.527871,0.015001,0.066623,0.023011,0.053377
24.15,insertion,0.608861,0.015,-0.310855,0.349066,0.08705,0.527785,0.015001,0.066388,0.022761,0.053612
24.2,insertion,0.608861,0.015,-0.310855,0.349066,0.0873,0.5277,0.015001,0.066153,0.022511,0.053847
24.25,insertion,0.608861,0.015,-0.310855,0.349066,0.08755,0.527614,0.015001,0.065918,0.022261,0.054082
24.3,insertion,0.608861,0.015,-0.310855,0.349066,0.087801,0.527529,0.015001,0.065683,0.022011,0.054317
24.35,insertion,0.608861,0.015,-0.310855,0.349066,0.088051,0.527443,0.015001,0.065448,0.02176,0.054552
24.4,insertion,0.608861,0.015,-0.310855,0.349066,0.088301,0.527358,0.015001,0.065213,0.02151,0.054787
24.45,insertion,0.608861,0.015,-0.310855,0.349066,0.088551,0.527272,0.015001,0.064978,0.02126,0.055022
24.5,insertion,0.608861,0.015,-0.310855,0.349066,0.088801,0.527187,0.015001,0.064743,0.02101,0.055257
24.55,insertion,0.608861,0.015,-0.310855,0.349066,0.089051,0.527101,0.015001,0.064508,0.02076,0.055492
24.6,insertion,0.608861,0.015,-0.310855,0.349066,0.089302,0.527015,0.015001,0.064273,0.02051,0.055727
24.65,insertion,0.608861,0.015,-0.310855,0.349066,0.089552,0.52693,0.015001,0.064037,0.02026,0.055963
24.7,insertion,0.608861,0.015,-0.310855,0.349066,0.089802,0.526844,0.015001,0.063802,0.020009,0.056198
24.75,insertion,0.608861,0.015,-0.310855,0.349066,0.090052,0.526759,0.015001,0.063567,0.019759,0.056433
24.8,insertion,0.608861,0.015,-0.310855,0.349066,0.090302,0.526673,0.015001,0.063332,0.019509,0.056668
24.85,insertion,0.608861,0.015,-0.310855,0.349066,0.090552,0.526588,0.015001,0.063097,0.019259,0.056903
24.9,insertion,0.608861,0.015,-0.310855,0.349066,0.090802,0.526502,0.015001,0.062862,0.019009,0.057138
24.95,insertion,0.608861,0.015,-0.310855,0.349066,0.091053,0.526417,0.015001,0.062627,0.018759,0.057373
25.0,insertion,0.608861,0.015,-0.310855,0.349066,0.091303,0.526331,0.015001,0.062392,0.018509,0.057608
25.05,insertion,0.608861,0.015,-0.310855,0.349066,0.091553,0.526245,0.015001,0.062157,0.018258,0.057843
25.1,insertion,0.608861,0.015,-0.310855,0.349066,0.091803,0.52616,0.015001,0.061922,0.018008,0.058078
25.15,insertion,0.608861,0.015,-0.310855,0.349066,0.092053,0.526074,0.015001,0.061687,0.017758,0.058313
25.2,insertion,0.608861,0.015,-0.310855,0.349066,0.092303,0.525989,0.015001,0.061452,0.017508,0.058548
25.25,insertion,0.608861,0.015,-0.310855,0.349066,0.092553,0.525903,0.015001,0.061217,0.017258,0.058783
25.3,insertion,0.608861,0.015,-0.310855,0.349066,0.092804,0.525818,0.015001,0.060982,0.017008,0.059018
25.35,insertion,0.608861,0.015,-0.310855,0.349066,0.093054,0.525732,0.015001,0.060747,0.016758,0.059253
25.4,insertion,0.608861,0.015,-0.310855,0.349066,0.093304,0.525647,0.015001,0.060512,0.016507,0.059488
25.45,insertion,0.608861,0.015,-0.310855,0.349066,0.093554,0.525561,0.015001,0.060277,0.016257,0.059723
25.5,insertion,0.608861,0.015,-0.310855,0.349066,0.093804,0.525475,0.015001,0.060041,0.016007,0.059959
25.55,insertion,0.608861,0.015,-0.310855,0.349066,0.094054,0.52539,0.015001,0.059806,0.015757,0.060194
25.6,insertion,0.608861,0.015,-0.310855,0.349066,0.094304,0.525304,0.015001,0.059571,0.015507,0.060429
25.65,insertion,0.608861,0.015,-0.310855,0.349066,0.094555,0.525219,0.015001,0.059336,0.015257,0.060664
25.7,insertion,0.608861,0.015,-0.310855,0.349066,0.094805,0.525133,0.015001,0.059101,0.015007,0.060899
25.75,insertion,0.608861,0.015,-0.310855,0.349066,0.095055,0.525048,0.015001,0.058866,0.014756,0.061134
25.8,insertion,0.608861,0.015,-0.310855,0.349066,0.095305,0.524962,0.015001,0.058631,0.014506,0.061369
25.85,insertion,0.608861,0.015,-0.310855,0.349066,0.095555,0.524877,0.015001,0.058396,0.014256,0.061604
25.9,insertion,0.608861,0.015,-0.310855,0.349066,0.095805,0.524791,0.015001,0.058161,0.014006,0.061839
25.95,insertion,0.608861,0.015,-0.310855,0.349066,0.096055,0.524705,0.015001,0.057926,0.013756,0.062074
26.0,insertion,0.608861,0.015,-0.310855,0.349066,0.096306,0.52462,0.015001,0.057691,0.013506,0.062309
26.05,insertion,0.608861,0.015,-0.310855,0.349066,0.096556,0.524534,0.015001,0.057456,0.013255,0.062544
26.1,insertion,0.608861,0.015,-0.310855,0.349066,0.096806,0.524449,0.015001,0.057221,0.013005,0.062779
26.15,insertion,0.608861,0.015,-0.310855,0.349066,0.097056,0.524363,0.015001,0.056986,0.012755,0.063014
26.2,insertion,0.608861,0.015,-0.310855,0.349066,0.097306,0.524278,0.015001,0.056751,0.012505,0.063249
26.25,insertion,0.608861,0.015,-0.310855,0.349066,0.097556,0.524192,0.015001,0.056516,0.012255,0.063484
26.3,insertion,0.608861,0.015,-0.310855,0.349066,0.097806,0.524107,0.015001,0.056281,0.012005,0.063719
26.35,insertion,0.608861,0.015,-0.310855,0.349066,0.098057,0.524021,0.015001,0.056045,0.011755,0.063955
26.4,insertion,0.608861,0.015,-0.310855,0.349066,0.098307,0.523936,0.015001,0.05581,0.011504,0.06419
26.45,insertion,0.608861,0.015,-0.310855,0.349066,0.098557,0.52385,0.015001,0.055575,0.011254,0.064425
26.5,insertion,0.608861,0.015,-0.310855,0.349066,0.098807,0.523764,0.015001,0.05534,0.011004,0.06466
26.55,insertion,0.608861,0.015,-0.310855,0.349066,0.099057,0.523679,0.015001,0.055105,0.010754,0.064895
26.6,insertion,0.608861,0.015,-0.310855,0.349066,0.099307,0.523593,0.015001,0.05487,0.010504,0.06513
26.65,insertion,0.608861,0.015,-0.310855,0.349066,0.099557,0.523508,0.015001,0.054635,0.010254,0.065365
26.7,insertion,0.608861,0.015,-0.310855,0.349066,0.099808,0.523422,0.015001,0.0544,0.010004,0.0656
26.75,insertion,0.608861,0.015,-0.310855,0.349066,0.100058,0.523337,0.015001,0.054165,0.009753,0.065835
26.8,insertion,0.608861,0.015,-0.310855,0.349066,0.100308,0.523251,0.015001,0.05393,0.009503,0.06607
26.85,insertion,0.608861,0.015,-0.310855,0.349066,0.100558,0.523166,0.015001,0.053695,0.009253,0.066305
26.9,insertion,0.608861,0.015,-0.310855,0.349066,0.100808,0.52308,0.015001,0.05346,0.009003,0.06654
26.95,insertion,0.608861,0.015,-0.310855,0.349066,0.101058,0.522994,0.015001,0.053225,0.008753,0.066775
27.0,insertion,0.608861,0.015,-0.310855,0.349066,0.101308,0.522909,0.015001,0.05299,0.008503,0.06701
27.05,insertion,0.608861,0.015,-0.310855,0.349066,0.101559,0.522823,0.015001,0.052755,0.008253,0.067245
27.1,insertion,0.608861,0.015,-0.310855,0.349066,0.101809,0.522738,0.015001,0.05252,0.008002,0.06748
27.15,insertion,0.608861,0.015,-0.310855,0.349066,0.102059,0.522652,0.015001,0.052285,0.007752,0.067715
27.2,insertion,0.608861,0.015,-0.310855,0.349066,0.102309,0.522567,0.015001,0.052049,0.007502,0.067951
27.25,insertion,0.608861,0.015,-0.310855,0.349066,0.102559,0.522481,0.015001,0.051814,0.007252,0.068186
27.3,insertion,0.608861,0.015,-0.310855,0.349066,0.102809,0.522396,0.015001,0.051579,0.007002,0.068421
27.35,insertion,0.608861,0.015,-0.310855,0.349066,0.103059,0.52231,0.015001,0.051344,0.006752,0.068656
27.4,insertion,0.608861,0.015,-0.310855,0.349066,0.10331,0.522224,0.015001,0.051109,0.006502,0.068891
27.45,insertion,0.608861,0.015,-0.310855,0.349066,0.10356,0.522139,0.015001,0.050874,0.006251,0.069126
27.5,insertion,0.608861,0.015,-0.310855,0.349066,0.10381,0.522053,0.015001,0.050639,0.006001,0.069361
27.55,insertion,0.608861,0.015,-0.310855,0.349066,0.10406,0.521968,0.015001,0.050404,0.005751,0.069596
27.6,insertion,0.608861,0.015,-0.310855,0.349066,0.10431,0.521882,0.015001,0.050169,0.005501,0.069831
27.65,insertion,0.608861,0.015,-0.310855,0.349066,0.10456,0.521797,0.015001,0.049934,0.005251,0.070066
27.7,insertion,0.608861,0.015,-0.310855,0.349066,0.10481,0.521711,0.015001,0.049699,0.005001,0.070301
27.75,insertion,0.608861,0.015,-0.310855,0.349066,0.105061,0.521626,0.015001,0.049464,0.004751,0.070536
27.8,insertion,0.608861,0.015,-0.310855,0.349066,0.105311,0.52154,0.015001,0.049229,0.0045,0.070771
27.85,insertion,0.608861,0.015,-0.310855,0.349066,0.105561,0.521454,0.015001,0.048994,0.00425,0.071006
27.9,insertion,0.608861,0.015,-0.310855,0.349066,0.105811,0.521369,0.015001,0.048759,0.004,0.071241
27.95,insertion,0.608861,0.015,-0.310855,0.349066,0.106061,0.521283,0.015001,0.048524,0.00375,0.071476
28.0,insertion,0.608861,0.015,-0.310855,0.349066,0.106311,0.521198,0.015001,0.048289,0.0035,0.071711
28.05,insertion,0.608861,0.015,-0.310855,0.349066,0.106561,0.521112,0.015001,0.048053,0.00325,0.071947
28.1,insertion,0.608861,0.015,-0.310855,0.349066,0.106812,0.521027,0.015001,0.047818,0.003,0.072182
28.15,insertion,0.608861,0.015,-0.310855,0.349066,0.107062,0.520941,0.015001,0.047583,0.002749,0.072417
28.2,insertion,0.608861,0.015,-0.310855,0.349066,0.107312,0.520856,0.015001,0.047348,0.002499,0.072652
28.25,insertion,0.608861,0.015,-0.310855,0.349066,0.107562,0.52077,0.015001,0.047113,0.002249,0.072887
28.3,insertion,0.608861,0.015,-0.310855,0.349066,0.107812,0.520684,0.015001,0.046878,0.001999,0.073122
28.35,insertion,0.608861,0.015,-0.310855,0.349066,0.108062,0.520599,0.015001,0.046643,0.001749,0.073357
28.4,insertion,0.608861,0.015,-0.310855,0.349066,0.108312,0.520513,0.015001,0.046408,0.001499,0.073592
28.45,insertion,0.608861,0.015,-0.310855,0.349066,0.108563,0.520428,0.015001,0.046173,0.001249,0.073827
28.5,insertion,0.608861,0.015,-0.310855,0.349066,0.108813,0.520342,0.015001,0.045938,0.000998,0.074062
28.55,insertion,0.608861,0.015,-0.310855,0.349066,0.109063,0.520257,0.015001,0.045703,0.000748,0.074297
28.6,insertion,0.608861,0.015,-0.310855,0.349066,0.109313,0.520171,0.015001,0.045468,0.000498,0.074532
28.65,insertion,0.608861,0.015,-0.310855,0.349066,0.109563,0.520086,0.015001,0.045233,0.000248,0.074767
28.7,insertion,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
28.75,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
28.8,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
28.85,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
28.9,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
28.95,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.0,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.05,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.1,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.15,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.2,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.25,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.3,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.35,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.4,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.45,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.5,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.55,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.6,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.65,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.7,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.75,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.8,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.85,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.9,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
29.95,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.0,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.05,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.1,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.15,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.2,dwell,0.608861,0.015,-0.310855,0.349066,0.109813,0.52,0.015001,0.044998,2e-06,0.075002
30.25,retraction,0.608861,0.015,-0.310855,0.349066,0.109314,0.520171,0.015001,0.045467,0.000497,0.074533
30.3,retraction,0.608861,0.015,-0.310855,0.349066,0.108815,0.520341,0.015001,0.045936,0.000996,0.074064
30.35,retraction,0.608861,0.015,-0.310855,0.349066,0.108316,0.520512,0.015001,0.046405,0.001495,0.073595
30.4,retraction,0.608861,0.015,-0.310855,0.349066,0.107817,0.520683,0.015001,0.046874,0.001994,0.073126
30.45,retraction,0.608861,0.015,-0.310855,0.349066,0.107318,0.520854,0.015001,0.047343,0.002494,0.072657
30.5,retraction,0.608861,0.015,-0.310855,0.349066,0.106818,0.521024,0.015001,0.047812,0.002993,0.072188
30.55,retraction,0.608861,0.015,-0.310855,0.349066,0.106319,0.521195,0.015001,0.048281,0.003492,0.071719
30.6,retraction,0.608861,0.015,-0.310855,0.349066,0.10582,0.521366,0.015001,0.04875,0.003991,0.07125
30.65,retraction,0.608861,0.015,-0.310855,0.349066,0.105321,0.521536,0.015001,0.049219,0.00449,0.070781
30.7,retraction,0.608861,0.015,-0.310855,0.349066,0.104822,0.521707,0.015001,0.049688,0.004989,0.070312
30.75,retraction,0.608861,0.015,-0.310855,0.349066,0.104323,0.521878,0.015001,0.050157,0.005489,0.069843
30.8,retraction,0.608861,0.015,-0.310855,0.349066,0.103824,0.522049,0.015001,0.050626,0.005988,0.069374
30.85,retraction,0.608861,0.015,-0.310855,0.349066,0.103324,0.522219,0.015001,0.051095,0.006487,0.068905
30.9,retraction,0.608861,0.015,-0.310855,0.349066,0.102825,0.52239,0.015001,0.051564,0.006986,0.068436
30.95,retraction,0.608861,0.015,-0.310855,0.349066,0.102326,0.522561,0.015001,0.052033,0.007485,0.067967
31.0,retraction,0.608861,0.015,-0.310855,0.349066,0.101827,0.522732,0.015001,0.052502,0.007984,0.067498
31.05,retraction,0.608861,0.015,-0.310855,0.349066,0.101328,0.522902,0.015001,0.052972,0.008483,0.067028
31.1,retraction,0.608861,0.015,-0.310855,0.349066,0.100829,0.523073,0.015001,0.053441,0.008983,0.066559
31.15,retraction,0.608861,0.015,-0.310855,0.349066,0.100329,0.523244,0.015001,0.05391,0.009482,0.06609
31.2,retraction,0.608861,0.015,-0.310855,0.349066,0.09983,0.523414,0.015001,0.054379,0.009981,0.065621
31.25,retraction,0.608861,0.015,-0.310855,0.349066,0.099331,0.523585,0.015001,0.054848,0.01048,0.065152
31.3,retraction,0.608861,0.015,-0.310855,0.349066,0.098832,0.523756,0.015001,0.055317,0.010979,0.064683
31.35,retraction,0.608861,0.015,-0.310855,0.349066,0.098333,0.523927,0.015001,0.055786,0.011478,0.064214
31.4,retraction,0.608861,0.015,-0.310855,0.349066,0.097834,0.524097,0.015001,0.056255,0.011977,0.063745
31.45,retraction,0.608861,0.015,-0.310855,0.349066,0.097335,0.524268,0.015001,0.056724,0.012477,0.063276
31.5,retraction,0.608861,0.015,-0.310855,0.349066,0.096835,0.524439,0.015001,0.057193,0.012976,0.062807
31.55,retraction,0.608861,0.015,-0.310855,0.349066,0.096336,0.524609,0.015001,0.057662,0.013475,0.062338
31.6,retraction,0.608861,0.015,-0.310855,0.349066,0.095837,0.52478,0.015001,0.058131,0.013974,0.061869
31.65,retraction,0.608861,0.015,-0.310855,0.349066,0.095338,0.524951,0.015001,0.0586,0.014473,0.0614
31.7,retraction,0.608861,0.015,-0.310855,0.349066,0.094839,0.525122,0.015001,0.059069,0.014972,0.060931
31.75,retraction,0.608861,0.015,-0.310855,0.349066,0.09434,0.525292,0.015001,0.059538,0.015472,0.060462
31.8,retraction,0.608861,0.015,-0.310855,0.349066,0.09384,0.525463,0.015001,0.060007,0.015971,0.059993
31.85,retraction,0.608861,0.015,-0.310855,0.349066,0.093341,0.525634,0.015001,0.060476,0.01647,0.059524
31.9,retraction,0.608861,0.015,-0.310855,0.349066,0.092842,0.525804,0.015001,0.060945,0.016969,0.059055
31.95,retraction,0.608861,0.015,-0.310855,0.349066,0.092343,0.525975,0.015001,0.061414,0.017468,0.058586
32.0,retraction,0.608861,0.015,-0.310855,0.349066,0.091844,0.526146,0.015001,0.061883,0.017967,0.058117
32.05,retraction,0.608861,0.015,-0.310855,0.349066,0.091345,0.526317,0.015001,0.062353,0.018466,0.057647
32.1,retraction,0.608861,0.015,-0.310855,0.349066,0.090846,0.526487,0.015001,0.062822,0.018966,0.057178
32.15,retraction,0.608861,0.015,-0.310855,0.349066,0.090346,0.526658,0.015001,0.063291,0.019465,0.056709
32.2,retraction,0.608861,0.015,-0.310855,0.349066,0.089847,0.526829,0.015001,0.06376,0.019964,0.05624
32.25,retraction,0.608861,0.015,-0.310855,0.349066,0.089348,0.527,0.015001,0.064229,0.020463,0.055771
32.3,retraction,0.608861,0.015,-0.310855,0.349066,0.088849,0.52717,0.015001,0.064698,0.020962,0.055302
32.35,retraction,0.608861,0.015,-0.310855,0.349066,0.08835,0.527341,0.015001,0.065167,0.021461,0.054833
32.4,retraction,0.608861,0.015,-0.310855,0.349066,0.087851,0.527512,0.015001,0.065636,0.021961,0.054364
32.45,retraction,0.608861,0.015,-0.310855,0.349066,0.087352,0.527682,0.015001,0.066105,0.02246,0.053895
32.5,retraction,0.608861,0.015,-0.310855,0.349066,0.086852,0.527853,0.015001,0.066574,0.022959,0.053426
32.55,retraction,0.608861,0.015,-0.310855,0.349066,0.086353,0.528024,0.015001,0.067043,0.023458,0.052957
32.6,retraction,0.608861,0.015,-0.310855,0.349066,0.085854,0.528195,0.015001,0.067512,0.023957,0.052488
32.65,retraction,0.608861,0.015,-0.310855,0.349066,0.085355,0.528365,0.015001,0.067981,0.024456,0.052019
32.7,retraction,0.608861,0.015,-0.310855,0.349066,0.084856,0.528536,0.015001,0.06845,0.024955,0.05155
32.75,retraction,0.608861,0.015,-0.310855,0.349066,0.084357,0.528707,0.015001,0.068919,0.025455,0.051081
32.8,retraction,0.608861,0.015,-0.310855,0.349066,0.083857,0.528877,0.015001,0.069388,0.025954,0.050612
32.85,retraction,0.608861,0.015,-0.310855,0.349066,0.083358,0.529048,0.015001,0.069857,0.026453,0.050143
32.9,retraction,0.608861,0.015,-0.310855,0.349066,0.082859,0.529219,0.015001,0.070326,0.026952,0.049674
32.95,retraction,0.608861,0.015,-0.310855,0.349066,0.08236,0.52939,0.015001,0.070795,0.027451,0.049205
33.0,retraction,0.608861,0.015,-0.310855,0.349066,0.081861,0.52956,0.015001,0.071264,0.02795,0.048736
33.05,retraction,0.608861,0.015,-0.310855,0.349066,0.081362,0.529731,0.015001,0.071734,0.028449,0.048266
33.1,retraction,0.608861,0.015,-0.310855,0.349066,0.080863,0.529902,0.015001,0.072203,0.028949,0.047797
33.15,retraction,0.608861,0.015,-0.310855,0.349066,0.080363,0.530072,0.015001,0.072672,0.029448,0.047328
33.2,retraction,0.608861,0.015,-0.310855,0.349066,0.079864,0.530243,0.015001,0.073141,0.029947,0.046859
33.25,retraction,0.608861,0.015,-0.310855,0.349066,0.079365,0.530414,0.015001,0.07361,0.030446,0.04639
33.3,retraction,0.608861,0.015,-0.310855,0.349066,0.078866,0.530585,0.015001,0.074079,0.030945,0.045921
33.35,retraction,0.608861,0.015,-0.310855,0.349066,0.078367,0.530755,0.015001,0.074548,0.031444,0.045452
33.4,retraction,0.608861,0.015,-0.310855,0.349066,0.077868,0.530926,0.015001,0.075017,0.031944,0.044983
33.45,retraction,0.608861,0.015,-0.310855,0.349066,0.077368,0.531097,0.015001,0.075486,0.032443,0.044514
33.5,retraction,0.608861,0.015,-0.310855,0.349066,0.076869,0.531268,0.015001,0.075955,0.032942,0.044045
33.55,retraction,0.608861,0.015,-0.310855,0.349066,0.07637,0.531438,0.015001,0.076424,0.033441,0.043576
33.6,retraction,0.608861,0.015,-0.310855,0.349066,0.075871,0.531609,0.015001,0.076893,0.03394,0.043107
33.65,retraction,0.608861,0.015,-0.310855,0.349066,0.075372,0.53178,0.015001,0.077362,0.034439,0.042638
33.7,retraction,0.608861,0.015,-0.310855,0.349066,0.074873,0.53195,0.015001,0.077831,0.034938,0.042169
33.75,retraction,0.608861,0.015,-0.310855,0.349066,0.074374,0.532121,0.015001,0.0783,0.035438,0.0417
33.8,retraction,0.608861,0.015,-0.310855,0.349066,0.073874,0.532292,0.015001,0.078769,0.035937,0.041231
33.85,retraction,0.608861,0.015,-0.310855,0.349066,0.073375,0.532463,0.015001,0.079238,0.036436,0.040762
33.9,retraction,0.608861,0.015,-0.310855,0.349066,0.072876,0.532633,0.015001,0.079707,0.036935,0.040293
33.95,retraction,0.608861,0.015,-0.310855,0.349066,0.072377,0.532804,0.015001,0.080176,0.037434,0.039824
34.0,retraction,0.608861,0.015,-0.310855,0.349066,0.071878,0.532975,0.015001,0.080645,0.037933,0.039355
34.05,retraction,0.608861,0.015,-0.310855,0.349066,0.071379,0.533145,0.015001,0.081114,0.038433,0.038886
34.1,retraction,0.608861,0.015,-0.310855,0.349066,0.07088,0.533316,0.015001,0.081584,0.038932,0.038416
34.15,retraction,0.608861,0.015,-0.310855,0.349066,0.07038,0.533487,0.015001,0.082053,0.039431,0.037947
34.2,retraction,0.608861,0.015,-0.310855,0.349066,0.069881,0.533658,0.015001,0.082522,0.03993,0.037478
34.25,retraction,0.608861,0.015,-0.310855,0.349066,0.069382,0.533828,0.015001,0.082991,0.040429,0.037009
34.3,retraction,0.608861,0.015,-0.310855,0.349066,0.068883,0.533999,0.015001,0.08346,0.040928,0.03654
34.35,retraction,0.608861,0.015,-0.310855,0.349066,0.068384,0.53417,0.015001,0.083929,0.041427,0.036071
34.4,retraction,0.608861,0.015,-0.310855,0.349066,0.067885,0.53434,0.015001,0.084398,0.041927,0.035602
34.45,retraction,0.608861,0.015,-0.310855,0.349066,0.067385,0.534511,0.015001,0.084867,0.042426,0.035133
34.5,retraction,0.608861,0.015,-0.310855,0.349066,0.066886,0.534682,0.015001,0.085336,0.042925,0.034664
34.55,retraction,0.608861,0.015,-0.310855,0.349066,0.066387,0.534853,0.015001,0.085805,0.043424,0.034195
34.6,retraction,0.608861,0.015,-0.310855,0.349066,0.065888,0.535023,0.015001,0.086274,0.043923,0.033726
34.65,retraction,0.608861,0.015,-0.310855,0.349066,0.065389,0.535194,0.015001,0.086743,0.044422,0.033257
34.7,retraction,0.608861,0.015,-0.310855,0.349066,0.06489,0.535365,0.015001,0.087212,0.044921,0.032788
34.75,retraction,0.608861,0.015,-0.310855,0.349066,0.064391,0.535536,0.015001,0.087681,0.045421,0.032319
34.8,retraction,0.608861,0.015,-0.310855,0.349066,0.063891,0.535706,0.015001,0.08815,0.04592,0.03185
34.85,retraction,0.608861,0.015,-0.310855,0.349066,0.063392,0.535877,0.015001,0.088619,0.046419,0.031381
34.9,retraction,0.608861,0.015,-0.310855,0.349066,0.062893,0.536048,0.015001,0.089088,0.046918,0.030912
34.95,retraction,0.608861,0.015,-0.310855,0.349066,0.062394,0.536218,0.015001,0.089557,0.047417,0.030443
35.0,retraction,0.608861,0.015,-0.310855,0.349066,0.061895,0.536389,0.015001,0.090026,0.047916,0.029974
35.05,retraction,0.608861,0.015,-0.310855,0.349066,0.061396,0.53656,0.015,0.090495,0.048416,0.029505
35.1,retraction,0.608861,0.015,-0.310855,0.349066,0.060896,0.536731,0.015,0.090965,0.048915,0.029035
35.15,retraction,0.608861,0.015,-0.310855,0.349066,0.060397,0.536901,0.015,0.091434,0.049414,0.028566
35.2,retraction,0.608861,0.015,-0.310855,0.349066,0.059898,0.537072,0.015,0.091903,0.049913,0.028097
35.25,retraction,0.608861,0.015,-0.310855,0.349066,0.059399,0.537243,0.015,0.092372,0.050412,0.027628
35.3,retraction,0.608861,0.015,-0.310855,0.349066,0.0589,0.537413,0.015,0.092841,0.050911,0.027159
35.35,retraction,0.608861,0.015,-0.310855,0.349066,0.058401,0.537584,0.015,0.09331,0.05141,0.02669
35.4,retraction,0.608861,0.015,-0.310855,0.349066,0.057902,0.537755,0.015,0.093779,0.05191,0.026221
35.45,retraction,0.608861,0.015,-0.310855,0.349066,0.057402,0.537926,0.015,0.094248,0.052409,0.025752
35.5,retraction,0.608861,0.015,-0.310855,0.349066,0.056903,0.538096,0.015,0.094717,0.052908,0.025283
35.55,retraction,0.608861,0.015,-0.310855,0.349066,0.056404,0.538267,0.015,0.095186,0.053407,0.024814
35.6,retraction,0.608861,0.015,-0.310855,0.349066,0.055905,0.538438,0.015,0.095655,0.053906,0.024345
35.65,retraction,0.608861,0.015,-0.310855,0.349066,0.055406,0.538608,0.015,0.096124,0.054405,0.023876
35.7,retraction,0.608861,0.015,-0.310855,0.349066,0.054907,0.538779,0.015,0.096593,0.054905,0.023407
35.75,retraction,0.608861,0.015,-0.310855,0.349066,0.054408,0.53895,0.015,0.097062,0.055404,0.022938
35.8,retraction,0.608861,0.015,-0.310855,0.349066,0.053908,0.539121,0.015,0.097531,0.055903,0.022469
35.85,retraction,0.608861,0.015,-0.310855,0.349066,0.053409,0.539291,0.015,0.098,0.056402,0.022
35.9,retraction,0.608861,0.015,-0.310855,0.349066,0.05291,0.539462,0.015,0.098469,0.056901,0.021531
35.95,retraction,0.608861,0.015,-0.310855,0.349066,0.052411,0.539633,0.015,0.098938,0.0574,0.021062
36.0,retraction,0.608861,0.015,-0.310855,0.349066,0.051912,0.539804,0.015,0.099407,0.057899,0.020593
36.05,retraction,0.608861,0.015,-0.310855,0.349066,0.051413,0.539974,0.015,0.099876,0.058399,0.020124
